Messreihe #1	Messreihe #1	Messreihe #1	Messreihe #1	Messreihe #1	Messreihe #1	Messreihe #1	Messreihe #2	Messreihe #2	Messreihe #2	Messreihe #2	Messreihe #2	Messreihe #2	Messreihe #2	Messreihe #3	Messreihe #3	Messreihe #3	Messreihe #3	Messreihe #3	Messreihe #3	Messreihe #3
Zeit (s)	Winkel (rad)	Winkelgeschwindigkeit (rad/s)	Winkelbeschleunigung (rad/s²)	Position (m)	Geschwindigkeit (m/s)	Beschleunigung (m/s²)	Zeit (s)	Winkel (rad)	Winkelgeschwindigkeit (rad/s)	Winkelbeschleunigung (rad/s²)	Position (m)	Geschwindigkeit (m/s)	Beschleunigung (m/s²)	Zeit (s)	Winkel (rad)	Winkelgeschwindigkeit (rad/s)	Winkelbeschleunigung (rad/s²)	Position (m)	Geschwindigkeit (m/s)	Beschleunigung (m/s²)
20,300	2,042	-4,210	-29,531	0,0488	-0,101	-0,705	20,300	0,152	-8,671	-1,257	0,0036	-0,207	-0,030	20,300	10,108	1,429	-113,412	0,2413	0,034	-2,707
20,350	1,794	-5,623	-26,546	0,0428	-0,134	-0,634	20,350	-0,283	-8,561	5,812	-0,0068	-0,204	0,139	20,350	10,037	-4,241	-112,312	0,2396	-0,101	-2,681
20,400	1,480	-6,864	-22,934	0,0353	-0,164	-0,548	20,400	-0,704	-8,090	12,723	-0,0168	-0,193	0,304	20,400	9,684	-9,802	-108,385	0,2312	-0,234	-2,588
20,450	1,107	-7,917	-18,850	0,0264	-0,189	-0,450	20,450	-1,092	-7,289	19,321	-0,0261	-0,174	0,461	20,450	9,057	-15,080	-101,159	0,2162	-0,360	-2,415
20,500	0,688	-8,749	-14,137	0,0164	-0,209	-0,337	20,500	-1,433	-6,158	25,447	-0,0342	-0,147	0,608	20,500	8,176	-19,918	-90,949	0,1952	-0,476	-2,171
20,550	0,232	-9,331	-8,954	0,0056	-0,223	-0,214	20,550	-1,707	-4,744	30,473	-0,0408	-0,113	0,728	20,550	7,065	-24,175	-79,325	0,1687	-0,577	-1,894
20,600	-0,245	-9,645	-3,613	-0,0058	-0,230	-0,086	20,600	-1,907	-3,110	33,615	-0,0455	-0,074	0,802	20,600	5,759	-27,850	-66,759	0,1375	-0,665	-1,594
20,650	-0,732	-9,692	1,885	-0,0175	-0,231	0,045	20,650	-2,018	-1,382	33,615	-0,0482	-0,033	0,802	20,650	4,280	-30,850	-50,423	0,1022	-0,736	-1,204
20,700	-1,214	-9,456	7,226	-0,0290	-0,226	0,172	20,700	-2,045	0,251	30,631	-0,0488	0,006	0,731	20,700	2,673	-32,892	-30,473	0,0638	-0,785	-0,728
20,750	-1,678	-8,969	12,409	-0,0400	-0,214	0,296	20,750	-1,993	1,681	26,075	-0,0476	0,040	0,623	20,750	0,991	-33,898	-10,839	0,0237	-0,809	-0,259
20,800	-2,111	-8,215	17,907	-0,0504	-0,196	0,428	20,800	-1,877	2,859	21,834	-0,0448	0,068	0,521	20,800	-0,716	-33,976	7,697	-0,0171	-0,811	0,184
20,850	-2,499	-7,179	22,934	-0,0597	-0,171	0,547	20,850	-1,707	3,864	18,064	-0,0408	0,092	0,431	20,850	-2,406	-33,128	27,803	-0,0574	-0,791	0,664
20,900	-2,829	-5,922	26,861	-0,0675	-0,141	0,641	20,900	-1,491	4,665	13,509	-0,0356	0,111	0,323	20,900	-4,029	-31,196	48,852	-0,0962	-0,745	1,166
20,950	-3,091	-4,492	30,002	-0,0738	-0,107	0,716	20,950	-1,241	5,215	9,268	-0,0296	0,125	0,221	20,950	-5,526	-28,243	67,073	-0,1319	-0,674	1,601
21,000	-3,278	-2,922	32,201	-0,0783	-0,070	0,769	21,000	-0,969	5,592	5,655	-0,0231	0,134	0,135	21,000	-6,853	-24,489	82,781	-0,1636	-0,585	1,976
21,050	-3,383	-1,272	32,516	-0,0808	-0,030	0,776	21,050	-0,682	5,781	2,199	-0,0163	0,138	0,052	21,050	-7,975	-19,965	98,489	-0,1904	-0,477	2,351
21,100	-3,405	0,330	30,788	-0,0813	0,008	0,735	21,100	-0,391	5,812	-0,314	-0,0093	0,139	-0,007	21,100	-8,850	-14,640	112,626	-0,2113	-0,349	2,689
21,150	-3,351	1,806	28,274	-0,0800	0,043	0,675	21,150	-0,101	5,749	-2,199	-0,0024	0,137	-0,052	21,150	-9,439	-8,702	121,737	-0,2253	-0,208	2,906
21,200	-3,225	3,157	25,761	-0,0770	0,075	0,615	21,200	0,184	5,592	-3,613	0,0044	0,134	-0,086	21,200	-9,720	-2,466	123,151	-0,2321	-0,059	2,940
21,250	-3,035	4,383	23,248	-0,0724	0,105	0,555	21,250	0,459	5,388	-4,555	0,0109	0,129	-0,109	21,250	-9,686	3,613	116,553	-0,2312	0,086	2,783
21,300	-2,787	5,482	20,577	-0,0665	0,131	0,491	21,300	0,723	5,137	-5,655	0,0172	0,123	-0,135	21,300	-9,359	9,189	107,443	-0,2234	0,219	2,565
21,350	-2,487	6,440	17,122	-0,0594	0,154	0,409	21,350	0,972	4,822	-7,226	0,0232	0,115	-0,172	21,350	-8,767	14,357	99,117	-0,2093	0,343	2,366
21,400	-2,143	7,194	12,723	-0,0511	0,172	0,304	21,400	1,205	4,414	-9,111	0,0288	0,105	-0,217	21,400	-7,923	19,101	89,535	-0,1892	0,456	2,138
21,450	-1,767	7,713	8,482	-0,0422	0,184	0,203	21,450	1,414	3,911	-11,310	0,0337	0,093	-0,270	21,450	-6,857	23,311	78,226	-0,1637	0,557	1,868
21,500	-1,371	8,042	4,555	-0,0327	0,192	0,109	21,500	1,596	3,283	-14,294	0,0381	0,078	-0,341	21,500	-5,592	26,923	65,345	-0,1335	0,643	1,560
21,550	-0,963	8,168	0,157	-0,0230	0,195	0,004	21,550	1,742	2,482	-17,436	0,0416	0,059	-0,416	21,550	-4,164	29,845	49,951	-0,0994	0,712	1,192
21,600	-0,554	8,058	-4,241	-0,0132	0,192	-0,101	21,600	1,844	1,539	-19,949	0,0440	0,037	-0,476	21,600	-2,608	31,919	31,102	-0,0623	0,762	0,742
21,650	-0,157	7,744	-8,482	-0,0037	0,185	-0,202	21,650	1,896	0,487	-21,834	0,0453	0,012	-0,521	21,650	-0,972	32,955	11,624	-0,0232	0,787	0,277
21,700	0,220	7,210	-12,723	0,0053	0,172	-0,304	21,700	1,893	-0,644	-22,934	0,0452	-0,015	-0,548	21,700	0,688	33,081	-5,812	0,0164	0,790	-0,139
21,750	0,564	6,472	-16,336	0,0135	0,155	-0,390	21,750	1,832	-1,806	-22,777	0,0437	-0,043	-0,544	21,750	2,336	32,374	-24,504	0,0558	0,773	-0,585
21,800	0,867	5,576	-19,321	0,0207	0,133	-0,461	21,800	1,712	-2,922	-21,834	0,0409	-0,070	-0,521	21,800	3,925	30,631	-44,925	0,0937	0,731	-1,073
21,850	1,122	4,540	-21,834	0,0268	0,108	-0,521	21,850	1,539	-3,990	-19,949	0,0367	-0,095	-0,476	21,850	5,399	27,882	-62,518	0,1289	0,666	-1,493
21,900	1,321	3,393	-23,562	0,0315	0,081	-0,562	21,900	1,313	-4,917	-16,336	0,0313	-0,117	-0,390	21,900	6,714	24,379	-75,870	0,1603	0,582	-1,811
21,950	1,461	2,183	-24,347	0,0349	0,052	-0,581	21,950	1,048	-5,623	-11,781	0,0250	-0,134	-0,281	21,950	7,837	20,295	-87,493	0,1871	0,485	-2,089
22,000	1,539	0,958	-24,347	0,0368	0,023	-0,581	22,000	0,751	-6,095	-6,440	0,0179	-0,146	-0,154	22,000	8,743	15,629	-98,332	0,2087	0,373	-2,348
22,050	1,557	-0,251	-23,248	0,0372	-0,006	-0,555	22,050	0,438	-6,267	-0,628	0,0105	-0,150	-0,015	22,050	9,400	10,462	-106,343	0,2244	0,250	-2,539
22,100	1,514	-1,367	-21,049	0,0362	-0,033	-0,502	22,100	0,124	-6,158	5,027	0,0030	-0,147	0,120	22,100	9,789	4,995	-110,427	0,2337	0,119	-2,636
22,150	1,420	-2,356	-18,850	0,0339	-0,056	-0,450	22,150	-0,178	-5,765	10,210	-0,0042	-0,138	0,244	22,150	9,899	-0,581	-111,055	0,2363	-0,014	-2,651
22,200	1,279	-3,252	-16,650	0,0305	-0,078	-0,398	22,200	-0,452	-5,137	14,451	-0,0108	-0,123	0,345	22,200	9,731	-6,110	-109,013	0,2323	-0,146	-2,603
22,250	1,095	-4,021	-13,980	0,0261	-0,096	-0,334	22,250	-0,691	-4,320	17,750	-0,0165	-0,103	0,424	22,250	9,288	-11,483	-104,144	0,2217	-0,274	-2,486
22,300	0,877	-4,650	-10,839	0,0209	-0,111	-0,259	22,300	-0,884	-3,362	19,635	-0,0211	-0,080	0,469	22,300	8,583	-16,525	-95,662	0,2049	-0,394	-2,284
22,350	0,630	-5,105	-7,383	0,0150	-0,122	-0,176	22,350	-1,027	-2,356	20,106	-0,0245	-0,056	0,480	22,350	7,636	-21,049	-84,980	0,1823	-0,502	-2,029
22,400	0,366	-5,388	-3,927	0,0087	-0,129	-0,094	22,400	-1,120	-1,351	19,321	-0,0267	-0,032	0,461	22,400	6,478	-25,023	-73,827	0,1546	-0,597	-1,763
22,450	0,091	-5,498	-0,314	0,0022	-0,131	-0,008	22,450	-1,162	-0,424	16,808	-0,0278	-0,010	0,401	22,450	5,133	-28,431	-60,319	0,1225	-0,679	-1,440
22,500	-0,184	-5,419	3,142	-0,0044	-0,129	0,075	22,500	-1,162	0,330	13,195	-0,0278	0,008	0,315	22,500	3,635	-31,055	-42,569	0,0868	-0,741	-1,016
22,550	-0,451	-5,184	6,440	-0,0108	-0,124	0,154	22,550	-1,129	0,895	9,739	-0,0270	0,021	0,232	22,550	2,028	-32,688	-22,777	0,0484	-0,780	-0,544
22,600	-0,702	-4,775	9,739	-0,0168	-0,114	0,233	22,600	-1,073	1,304	7,226	-0,0256	0,031	0,172	22,600	0,366	-33,332	-4,241	0,0087	-0,796	-0,101
22,650	-0,928	-4,210	12,881	-0,0222	-0,100	0,307	22,650	-0,999	1,618	5,969	-0,0239	0,039	0,143	22,650	-1,305	-33,112	13,980	-0,0312	-0,790	0,334
22,700	-1,123	-3,487	15,551	-0,0268	-0,083	0,371	22,700	-0,911	1,901	5,341	-0,0218	0,045	0,128	22,700	-2,945	-31,934	34,558	-0,0703	-0,762	0,825
22,750	-1,277	-2,655	17,436	-0,0305	-0,063	0,416	22,750	-0,809	2,152	5,027	-0,0193	0,051	0,120	22,750	-4,499	-29,657	54,978	-0,1074	-0,708	1,313
22,800	-1,389	-1,744	19,007	-0,0331	-0,042	0,454	22,800	-0,696	2,403	5,341	-0,0166	0,057	0,127	22,800	-5,911	-26,437	71,785	-0,1411	-0,631	1,714
22,850	-1,451	-0,754	19,478	-0,0346	-0,018	0,465	22,850	-0,569	2,686	5,812	-0,0136	0,064	0,139	22,850	-7,142	-22,478	86,708	-0,1705	-0,537	2,070
22,900	-1,464	0,204	18,064	-0,0349	0,005	0,431	22,900	-0,427	2,985	6,126	-0,0102	0,071	0,146	22,900	-8,159	-17,766	101,631	-0,1948	-0,424	2,426
22,950	-1,431	1,052	16,336	-0,0342	0,025	0,390	22,950	-0,270	3,299	6,126	-0,0065	0,079	0,146	22,950	-8,919	-12,315	114,354	-0,2129	-0,294	2,730
23,000	-1,359	1,838	15,080	-0,0324	0,044	0,360	23,000	-0,097	3,597	5,341	-0,0023	0,086	0,127	23,000	-9,390	-6,330	120,794	-0,2242	-0,151	2,884
23,050	-1,247	2,560	13,509	-0,0298	0,061	0,322	23,050	0,090	3,833	3,770	0,0021	0,091	0,090	23,050	-9,552	-0,236	118,595	-0,2280	-0,006	2,831
23,100	-1,103	3,189	11,938	-0,0263	0,076	0,285	23,100	0,286	3,974	1,414	0,0068	0,095	0,034	23,100	-9,414	5,529	110,898	-0,2247	0,132	2,647
23,150	-0,928	3,754	10,053	-0,0222	0,090	0,240	23,150	0,487	3,974	-1,728	0,0116	0,095	-0,041	23,150	-8,999	10,854	102,730	-0,2148	0,259	2,453
23,200	-0,727	4,194	7,383	-0,0174	0,100	0,176	23,200	0,683	3,801	-5,341	0,0163	0,091	-0,127	23,200	-8,328	15,802	94,248	-0,1988	0,377	2,250
23,250	-0,509	4,492	4,869	-0,0121	0,107	0,116	23,250	0,867	3,440	-9,268	0,0207	0,082	-0,221	23,250	-7,419	20,279	83,881	-0,1771	0,484	2,002
23,300	-0,278	4,681	2,356	-0,0066	0,112	0,056	23,300	1,027	2,875	-13,509	0,0245	0,069	-0,323	23,300	-6,300	24,190	72,414	-0,1504	0,577	1,729
23,350	-0,041	4,728	-0,628	-9,7500E-4	0,113	-0,015	23,350	1,155	2,089	-17,122	0,0276	0,050	-0,409	23,350	-5,000	27,520	59,533	-0,1194	0,657	1,421
23,400	0,195	4,618	-3,456	0,0047	0,110	-0,082	23,400	1,236	1,162	-18,850	0,0295	0,028	-0,450	23,400	-3,548	30,144	43,197	-0,0847	0,720	1,031
23,450	0,421	4,383	-6,126	0,0101	0,105	-0,146	23,450	1,271	0,204	-19,007	0,0303	0,005	-0,454	23,450	-1,985	31,840	23,719	-0,0474	0,760	0,566
23,500	0,633	4,006	-8,954	0,0151	0,096	-0,214	23,500	1,257	-0,738	-18,064	0,0300	-0,018	-0,431	23,500	-0,364	32,516	5,027	-0,0087	0,776	0,120
23,550	0,822	3,487	-11,310	0,0196	0,083	-0,270	23,550	1,197	-1,602	-15,865	0,0286	-0,038	-0,379	23,550	1,266	32,343	-12,252	0,0302	0,772	-0,293
23,600	0,982	2,875	-13,352	0,0234	0,069	-0,319	23,600	1,096	-2,325	-12,723	0,0262	-0,055	-0,304	23,600	2,870	31,290	-31,259	0,0685	0,747	-0,746
23,650	1,109	2,152	-15,237	0,0265	0,051	-0,364	23,650	0,964	-2,875	-9,111	0,0230	-0,069	-0,217	23,650	4,395	29,217	-50,580	0,1049	0,697	-1,207
23,700	1,197	1,351	-16,022	0,0286	0,032	-0,382	23,700	0,809	-3,236	-5,184	0,0193	-0,077	-0,124	23,700	5,792	26,232	-66,602	0,1383	0,626	-1,590
23,750	1,244	0,550	-16,179	0,0297	0,013	-0,386	23,750	0,641	-3,393	-1,100	0,0153	-0,081	-0,026	23,750	7,018	22,557	-79,168	0,1675	0,539	-1,890
23,800	1,252	-0,267	-15,865	0,0299	-0,006	-0,379	23,800	0,470	-3,346	2,513	0,0112	-0,080	0,060	23,800	8,047	18,315	-90,164	0,1921	0,437	-2,153
23,850	1,217	-1,037	-14,608	0,0291	-0,025	-0,349	23,850	0,306	-3,142	5,341	0,0073	-0,075	0,128	23,850	8,850	13,540	-99,903	0,2113	0,323	-2,385
23,900	1,148	-1,728	-13,509	0,0274	-0,041	-0,323	23,900	0,156	-2,812	7,540	0,0037	-0,067	0,180	23,900	9,401	8,325	-106,343	0,2244	0,199	-2,539
23,950	1,045	-2,388	-12,566	0,0249	-0,057	-0,300	23,950	0,025	-2,388	8,482	6,0000E-4	-0,057	0,202	23,950	9,682	2,906	-109,170	0,2311	0,069	-2,606
24,000	0,909	-2,985	-11,153	0,0217	-0,071	-0,266	24,000	-0,083	-1,963	8,325	-0,0020	-0,047	0,199	24,000	9,692	-2,592	-109,013	0,2314	-0,062	-2,602
24,050	0,746	-3,503	-9,739	0,0178	-0,084	-0,232	24,050	-0,171	-1,555	7,854	-0,0041	-0,037	0,188	24,050	9,423	-7,995	-105,558	0,2250	-0,191	-2,520
24,100	0,559	-3,958	-8,168	0,0134	-0,094	-0,195	24,100	-0,239	-1,178	6,597	-0,0057	-0,028	0,157	24,100	8,892	-13,148	-99,274	0,2123	-0,314	-2,370
24,150	0,350	-4,320	-5,969	0,0084	-0,103	-0,143	24,150	-0,289	-0,895	5,027	-0,0069	-0,021	0,120	24,150	8,108	-17,923	-90,321	0,1936	-0,428	-2,156
24,200	0,127	-4,555	-3,770	0,0030	-0,109	-0,090	24,200	-0,328	-0,675	3,927	-0,0078	-0,016	0,094	24,200	7,100	-22,180	-79,954	0,1695	-0,530	-1,909
24,250	-0,105	-4,697	-1,728	-0,0025	-0,112	-0,041	24,250	-0,357	-0,503	2,985	-0,0085	-0,012	0,071	24,250	5,890	-25,918	-68,330	0,1406	-0,619	-1,631
24,300	-0,342	-4,728	0,628	-0,0082	-0,113	0,015	24,300	-0,379	-0,377	2,670	-0,0090	-0,009	0,064	24,300	4,508	-29,013	-53,407	0,1076	-0,693	-1,275
24,350	-0,578	-4,634	3,142	-0,0138	-0,111	0,075	24,350	-0,394	-0,236	2,985	-0,0094	-0,006	0,071	24,350	2,989	-31,259	-34,558	0,0714	-0,746	-0,825
24,400	-0,806	-4,414	5,498	-0,0192	-0,105	0,131	24,400	-0,402	-0,079	3,142	-0,0096	-0,002	0,075	24,400	1,382	-32,468	-15,237	0,0330	-0,775	-0,364
24,450	-1,019	-4,084	7,540	-0,0243	-0,098	0,180	24,450	-0,402	0,079	3,456	-0,0096	0,002	0,083	24,450	-0,258	-32,783	2,199	-0,0062	-0,783	0,052
24,500	-1,214	-3,660	9,425	-0,0290	-0,087	0,225	24,500	-0,394	0,267	4,241	-0,0094	0,006	0,101	24,500	-1,896	-32,248	21,206	-0,0453	-0,770	0,506
24,550	-1,385	-3,142	11,310	-0,0331	-0,075	0,270	24,550	-0,375	0,503	5,655	-0,0090	0,012	0,135	24,550	-3,482	-30,662	41,940	-0,0831	-0,732	1,001
24,600	-1,528	-2,529	13,195	-0,0365	-0,060	0,315	24,600	-0,344	0,833	7,226	-0,0082	0,020	0,172	24,600	-4,962	-28,054	60,476	-0,1185	-0,670	1,444
24,650	-1,638	-1,822	14,765	-0,0391	-0,043	0,352	24,650	-0,292	1,225	7,697	-0,0070	0,029	0,184	24,650	-6,288	-24,614	76,027	-0,1501	-0,588	1,815
24,700	-1,711	-1,052	15,080	-0,0408	-0,025	0,360	24,700	-0,221	1,602	7,226	-0,0053	0,038	0,173	24,700	-7,424	-20,452	90,792	-0,1772	-0,488	2,167
24,750	-1,744	-0,314	13,509	-0,0416	-0,008	0,322	24,750	-0,132	1,948	6,283	-0,0032	0,047	0,150	24,750	-8,333	-15,535	104,929	-0,1989	-0,371	2,505
24,800	-1,742	0,298	10,839	-0,0416	0,007	0,259	24,800	-0,027	2,231	4,241	-6,3750E-4	0,053	0,101	24,800	-8,977	-9,959	115,297	-0,2143	-0,238	2,753
24,850	-1,714	0,770	8,639	-0,0409	0,018	0,206	24,850	0,091	2,372	1,100	0,0022	0,057	0,026	24,850	-9,329	-4,006	118,909	-0,2227	-0,096	2,839
24,900	-1,665	1,162	7,383	-0,0397	0,028	0,176	24,900	0,210	2,340	-2,356	0,0050	0,056	-0,056	24,900	-9,378	1,932	114,511	-0,2239	0,046	2,734
24,950	-1,598	1,508	6,597	-0,0381	0,036	0,158	24,950	0,325	2,136	-5,655	0,0078	0,051	-0,135	24,950	-9,136	7,446	106,029	-0,2181	0,178	2,531
25,000	-1,514	1,822	5,655	-0,0361	0,044	0,135	25,000	0,424	1,775	-8,639	0,0101	0,042	-0,206	25,000	-8,633	12,535	98,018	-0,2061	0,299	2,340
25,050	-1,415	2,073	4,241	-0,0338	0,049	0,101	25,050	0,503	1,272	-11,153	0,0120	0,030	-0,266	25,050	-7,882	17,247	89,221	-0,1882	0,412	2,130
25,100	-1,307	2,246	2,827	-0,0312	0,054	0,067	25,100	0,551	0,660	-11,938	0,0132	0,016	-0,285	25,100	-6,908	21,457	78,697	-0,1649	0,512	1,879
25,150	-1,191	2,356	1,414	-0,0284	0,056	0,034	25,150	0,569	0,079	-10,681	0,0136	0,002	-0,255	25,150	-5,737	25,117	66,916	-0,1370	0,600	1,598
25,200	-1,071	2,388	0,157	-0,0256	0,057	0,004	25,200	0,559	-0,408	-8,639	0,0133	-0,010	-0,206	25,200	-4,397	28,149	52,936	-0,1050	0,672	1,264
25,250	-0,952	2,372	-1,100	-0,0227	0,057	-0,026	25,250	0,528	-0,785	-6,283	0,0126	-0,019	-0,150	25,250	-2,922	30,411	35,500	-0,0698	0,726	0,847
25,300	-0,834	2,278	-2,513	-0,0199	0,054	-0,060	25,300	0,481	-1,037	-3,299	0,0115	-0,025	-0,079	25,300	-1,356	31,699	16,336	-0,0324	0,757	0,390
25,350	-0,724	2,121	-3,770	-0,0173	0,051	-0,090	25,350	0,424	-1,115	-0,314	0,0101	-0,027	-0,007	25,350	0,248	32,044	-1,257	0,0059	0,765	-0,030
25,400	-0,622	1,901	-5,027	-0,0148	0,045	-0,120	25,400	0,369	-1,068	2,042	0,0088	-0,025	0,049	25,400	1,849	31,573	-18,850	0,0441	0,754	-0,450
25,450	-0,534	1,618	-5,812	-0,0127	0,039	-0,139	25,450	0,317	-0,911	4,241	0,0076	-0,022	0,101	25,450	3,405	30,159	-38,170	0,0813	0,720	-0,911
25,500	-0,460	1,319	-6,440	-0,0110	0,032	-0,154	25,500	0,278	-0,644	5,812	0,0066	-0,015	0,139	25,500	4,865	27,756	-56,392	0,1161	0,663	-1,346
25,550	-0,402	0,974	-7,069	-0,0096	0,023	-0,169	25,550	0,253	-0,330	5,812	0,0060	-0,008	0,139	25,550	6,181	24,520	-70,686	0,1476	0,585	-1,688
25,600	-0,363	0,613	-7,226	-0,0087	0,015	-0,172	25,600	0,245	-0,063	4,084	0,0058	-0,001	0,097	25,600	7,317	20,687	-82,153	0,1747	0,494	-1,961
25,650	-0,341	0,251	-6,597	-0,0081	0,006	-0,157	25,650	0,247	0,079	1,414	0,0059	0,002	0,034	25,650	8,250	16,305	-92,834	0,1969	0,389	-2,216
25,700	-0,338	-0,047	-5,027	-0,0081	-0,001	-0,120	25,700	0,253	0,079	-0,785	0,0060	0,002	-0,019	25,700	8,947	11,404	-101,474	0,2136	0,272	-2,422
25,750	-0,346	-0,251	-3,613	-0,0082	-0,006	-0,086	25,750	0,254	0,000	-1,728	0,0061	0,000	-0,041	25,750	9,390	6,158	-106,186	0,2242	0,147	-2,535
25,800	-0,363	-0,408	-2,670	-0,0087	-0,010	-0,064	25,800	0,253	-0,094	-2,670	0,0060	-0,002	-0,064	25,800	9,563	0,785	-107,600	0,2283	0,019	-2,569
25,850	-0,386	-0,518	-1,885	-0,0092	-0,012	-0,045	25,850	0,245	-0,267	-3,770	0,0058	-0,006	-0,090	25,850	9,469	-4,602	-106,500	0,2260	-0,110	-2,543
25,900	-0,415	-0,597	-1,414	-0,0099	-0,014	-0,034	25,900	0,226	-0,471	-3,927	0,0054	-0,011	-0,094	25,900	9,103	-9,865	-101,945	0,2173	-0,235	-2,434
25,950	-0,446	-0,660	-0,785	-0,0106	-0,016	-0,019	25,950	0,198	-0,660	-3,770	0,0047	-0,016	-0,090	25,950	8,482	-14,797	-94,562	0,2025	-0,353	-2,258
26,000	-0,481	-0,675	0,314	-0,0115	-0,016	0,007	26,000	0,160	-0,848	-3,299	0,0038	-0,020	-0,079	26,000	7,623	-19,321	-85,294	0,1820	-0,461	-2,036
26,050	-0,514	-0,628	1,257	-0,0123	-0,015	0,030	26,050	0,113	-0,990	-1,414	0,0027	-0,024	-0,034	26,050	6,550	-23,326	-74,613	0,1564	-0,557	-1,781
26,100	-0,543	-0,550	1,728	-0,0130	-0,013	0,041	26,100	0,061	-0,990	1,414	0,0015	-0,024	0,034	26,100	5,290	-26,782	-62,204	0,1263	-0,639	-1,485
26,150	-0,569	-0,456	2,356	-0,0136	-0,011	0,056	26,150	0,014	-0,848	3,770	3,3750E-4	-0,020	0,090	26,150	3,872	-29,547	-46,024	0,0924	-0,705	-1,099
26,200	-0,589	-0,314	3,142	-0,0141	-0,007	0,075	26,200	-0,024	-0,613	5,812	-5,6250E-4	-0,015	0,139	26,200	2,336	-31,385	-26,704	0,0558	-0,749	-0,638
26,250	-0,600	-0,141	2,985	-0,0143	-0,003	0,071	26,250	-0,047	-0,267	7,383	-0,0011	-0,006	0,176	26,250	0,734	-32,217	-8,168	0,0175	-0,769	-0,195
26,300	-0,603	-0,016	2,199	-0,0144	-3,750E-4	0,052	26,300	-0,050	0,126	7,069	-0,0012	0,003	0,169	26,300	-0,886	-32,201	9,268	-0,0212	-0,769	0,221
26,350	-0,602	0,079	1,728	-0,0144	0,002	0,041	26,350	-0,035	0,440	5,812	-8,2500E-4	0,010	0,139	26,350	-2,487	-31,290	28,589	-0,0594	-0,747	0,682
26,400	-0,595	0,157	1,414	-0,0142	0,004	0,034	26,400	-0,006	0,707	4,869	-1,5000E-4	0,017	0,116	26,400	-4,015	-29,342	48,538	-0,0959	-0,700	1,159
26,450	-0,586	0,220	1,257	-0,0140	0,005	0,030	26,450	0,036	0,927	3,142	8,6250E-4	0,022	0,075	26,450	-5,421	-26,437	65,973	-0,1294	-0,631	1,575
26,500	-0,573	0,283	1,571	-0,0137	0,007	0,037	26,500	0,086	1,021	0,628	0,0021	0,024	0,015	26,500	-6,659	-22,745	80,739	-0,1590	-0,543	1,928
26,550	-0,558	0,377	2,042	-0,0133	0,009	0,049	26,550	0,138	0,990	-1,728	0,0033	0,024	-0,041	26,550	-7,695	-18,363	94,876	-0,1837	-0,438	2,265
26,600	-0,536	0,487	2,042	-0,0128	0,012	0,049	26,600	0,185	0,848	-4,241	0,0044	0,020	-0,101	26,600	-8,495	-13,258	107,914	-0,2028	-0,316	2,576
26,650	-0,509	0,581	1,728	-0,0121	0,014	0,041	26,650	0,223	0,565	-6,283	0,0053	0,013	-0,150	26,650	-9,021	-7,571	116,082	-0,2154	-0,181	2,771
26,700	-0,478	0,660	1,728	-0,0114	0,016	0,041	26,700	0,242	0,220	-6,912	0,0058	0,005	-0,165	26,700	-9,252	-1,649	116,239	-0,2209	-0,039	2,775
26,750	-0,443	0,754	2,042	-0,0106	0,018	0,049	26,750	0,245	-0,126	-6,597	0,0058	-0,003	-0,158	26,750	-9,186	4,053	109,642	-0,2193	0,097	2,618
26,800	-0,402	0,864	1,885	-0,0096	0,021	0,045	26,800	0,229	-0,440	-5,184	0,0055	-0,010	-0,124	26,800	-8,847	9,315	101,631	-0,2112	0,222	2,426
26,850	-0,357	0,942	1,257	-0,0085	0,022	0,030	26,850	0,201	-0,644	-3,142	0,0048	-0,015	-0,075	26,850	-8,255	14,216	93,777	-0,1971	0,339	2,239
26,900	-0,308	0,990	0,942	-0,0073	0,024	0,022	26,900	0,165	-0,754	-1,100	0,0039	-0,018	-0,026	26,900	-7,425	18,692	84,038	-0,1773	0,446	2,006
26,950	-0,258	1,037	0,942	-0,0061	0,025	0,023	26,950	0,126	-0,754	1,257	0,0030	-0,018	0,030	26,950	-6,385	22,619	73,199	-0,1524	0,540	1,748
27,000	-0,204	1,084	0,628	-0,0049	0,026	0,015	27,000	0,090	-0,628	3,927	0,0021	-0,015	0,094	27,000	-5,163	26,012	61,575	-0,1233	0,621	1,470
27,050	-0,149	1,100	-3,841E-13	-0,0036	0,026	-9,159E-15	27,050	0,063	-0,361	5,812	0,0015	-0,009	0,139	27,050	-3,784	28,777	46,339	-0,0903	0,687	1,106
27,100	-0,094	1,084	-0,471	-0,0022	0,026	-0,011	27,100	0,053	-0,047	5,969	0,0013	-0,001	0,142	27,100	-2,286	30,646	27,489	-0,0546	0,732	0,656
27,150	-0,041	1,052	-0,628	-9,7500E-4	0,025	-0,015	27,150	0,058	0,236	5,341	0,0014	0,006	0,128	27,150	-0,719	31,526	9,111	-0,0172	0,753	0,218
27,200	0,011	1,021	-1,100	2,6250E-4	0,024	-0,026	27,200	0,077	0,487	4,241	0,0018	0,012	0,101	27,200	0,867	31,557	-7,697	0,0207	0,753	-0,184
27,250	0,061	0,942	-1,885	0,0015	0,023	-0,045	27,250	0,107	0,660	2,827	0,0025	0,016	0,067	27,250	2,436	30,756	-25,918	0,0582	0,734	-0,619
