Messreihe #1	Messreihe #1	Messreihe #1	Messreihe #1	Messreihe #1	Messreihe #1	Messreihe #1	Messreihe #1	Messreihe #1	Messreihe #1	Messreihe #1	Messreihe #2	Messreihe #2	Messreihe #2	Messreihe #2	Messreihe #2	Messreihe #2	Messreihe #2	Messreihe #2	Messreihe #2	Messreihe #2	Messreihe #2
Zeit (s)	Absolutdruck 1 (kPa)	Absolutdruck 2 (kPa)	1-2 Druckdifferenz (kPa)	Winkel (rad)	Winkelgeschwindigkeit (rad/s)	Winkelbeschleunigung (rad/s²)	Position (m)	Geschwindigkeit (m/s)	Beschleunigung (m/s²)	Temperatur (°C)	Zeit (s)	Absolutdruck 1 (kPa)	Absolutdruck 2 (kPa)	1-2 Druckdifferenz (kPa)	Winkel (rad)	Winkelgeschwindigkeit (rad/s)	Winkelbeschleunigung (rad/s²)	Position (m)	Geschwindigkeit (m/s)	Beschleunigung (m/s²)	Temperatur (°C)
7.350				-0.254	0.550	288.241	-0.0061	0.013	6.881		7.350				1.378	12.723	-172.002	0.0329	0.304	-4.106	
7.400	150.45	99.26	51.18	0.242	14.200	142.314	0.0058	0.339	3.398	27.8	7.400	151.48	99.26	52.22	1.734	-1.021	-275.832	0.0414	-0.024	-6.585	-26.0
7.450				1.166	14.781	-103.516	0.0278	0.353	-2.471		7.450				1.275	-14.860	-144.985	0.0304	-0.355	-3.461	
7.500				1.720	3.848	-258.239	0.0411	0.092	-6.165	27.8	7.500				0.248	-15.519	142.314	0.0059	-0.370	3.397	-25.9
7.550				1.550	-11.043	-211.429	0.0370	-0.264	-5.047		7.550				-0.276	-0.628	296.724	-0.0066	-0.015	7.084	
7.600	105.42	99.26	6.16	0.616	-17.294	41.155	0.0147	-0.413	0.982	27.8	7.600	123.41	99.26	24.15	0.185	14.153	158.179	0.0044	0.338	3.776	-25.9
7.650				-0.179	-6.927	267.350	-0.0043	-0.165	6.383		7.650				1.139	15.190	-104.458	0.0272	0.363	-2.494	
7.700				-0.077	9.440	232.007	-0.0018	0.225	5.539	27.8	7.700				1.704	3.707	-266.564	0.0407	0.089	-6.364	-25.8
7.750				0.765	16.273	2.513	0.0183	0.389	0.060		7.750				1.510	-11.467	-210.173	0.0360	-0.274	-5.017	
7.800	170.10	99.26	70.84	1.550	9.692	-208.916	0.0370	0.231	-4.988	27.8	7.800	102.59	99.26	3.33	0.558	-17.310	54.821	0.0133	-0.413	1.309	-25.8
7.850				1.734	-4.618	-262.166	0.0414	-0.110	-6.259		7.850				-0.221	-5.985	282.272	-0.0053	-0.143	6.739	
7.900				1.089	-16.525	-86.865	0.0260	-0.395	-2.074	27.8	7.900				-0.041	10.917	225.567	-9.7500E-4	0.261	5.385	-25.7
7.950				0.082	-13.305	191.794	0.0020	-0.318	4.579		7.950				0.870	16.572	-30.788	0.0208	0.396	-0.735	
8.000	127.85	99.26	28.58	-0.242	2.655	283.058	-0.0058	0.063	6.757	27.7	8.000	164.72	99.26	65.45	1.616	7.838	-240.332	0.0386	0.187	-5.737	-25.7
8.050				0.347	15.001	112.940	0.0083	0.358	2.696		8.050				1.654	-7.461	-251.956	0.0395	-0.178	-6.015	
8.100				1.258	13.949	-127.235	0.0300	0.333	-3.038	27.7	8.100				0.870	-17.357	-31.887	0.0208	-0.414	-0.761	-25.6
8.150				1.742	2.278	-262.952	0.0416	0.054	-6.278		8.150				-0.082	-10.650	241.274	-0.0020	-0.254	5.760	
8.200	124.83	99.26	25.57	1.486	-12.346	-192.894	0.0355	-0.295	-4.605	27.7	8.200	114.36	99.26	15.10	-0.195	6.770	273.162	-0.0047	0.162	6.521	-25.6
8.250				0.507	-17.012	71.785	0.0121	-0.406	1.714		8.250				0.595	16.666	45.239	0.0142	0.398	1.080	
8.300				-0.215	-5.168	278.188	-0.0051	-0.123	6.641	27.7	8.300				1.472	11.294	-199.334	0.0351	0.270	-4.759	-25.5
8.350				-0.009	10.807	213.000	-2.2500E-4	0.258	5.085		8.350				1.725	-3.267	-273.790	0.0412	-0.078	-6.536	
8.400	170.29	99.27	71.03	0.866	16.132	-23.876	0.0207	0.385	-0.570	27.7	8.400	107.27	99.26	8.01	1.145	-16.085	-108.856	0.0273	-0.384	-2.599	-25.5
8.450				1.604	8.419	-223.053	0.0383	0.201	-5.325		8.450				0.116	-14.153	182.841	0.0028	-0.338	4.365	
8.500				1.707	-6.173	-254.155	0.0408	-0.147	-6.067	27.7	8.500				-0.270	2.199	297.038	-0.0065	0.053	7.091	-25.5
8.550				0.986	-16.996	-58.905	0.0236	-0.406	-1.406		8.550				0.336	15.551	117.339	0.0080	0.371	2.801	
8.600	97.35	99.26	-1.91	0.008	-12.064	214.257	1.8750E-4	-0.288	5.115	27.7	8.600	171.21	99.26	71.95	1.285	13.933	-146.398	0.0307	0.333	-3.495	-25.4
8.650				-0.220	4.430	277.246	-0.0052	0.106	6.619		8.650				1.729	0.911	-276.146	0.0413	0.022	-6.593	
8.700				0.451	15.661	86.080	0.0108	0.374	2.055	27.6	8.700				1.376	-13.682	-173.416	0.0328	-0.327	-4.140	-25.3
8.750				1.346	13.038	-152.053	0.0321	0.311	-3.630		8.750				0.361	-16.431	110.427	0.0086	-0.392	2.636	
8.800	149.03	99.26	49.77	1.755	0.456	-267.350	0.0419	0.011	-6.382	27.6	8.800	108.29	99.26	9.03	-0.267	-2.639	295.938	-0.0064	-0.063	7.065	-25.3
8.850				1.392	-13.697	-167.761	0.0332	-0.327	-4.005		8.850				0.097	13.163	184.726	0.0023	0.314	4.410	
8.900				0.385	-16.321	105.715	0.0092	-0.390	2.524	27.6	8.900				1.049	15.834	-80.111	0.0250	0.378	-1.913	-25.2
8.950				-0.240	-3.126	285.414	-0.0057	-0.075	6.814		8.950				1.681	5.152	-260.438	0.0401	0.123	-6.217	
9.000	116.69	99.26	17.42	0.072	12.221	189.752	0.0017	0.292	4.530	27.6	9.000	159.10	99.27	59.83	1.565	-10.210	-226.038	0.0373	-0.244	-5.396	-25.2
9.050				0.982	15.849	-54.350	0.0234	0.378	-1.297		9.050				0.660	-17.452	25.918	0.0157	-0.417	0.619	
9.100				1.657	6.786	-239.547	0.0396	0.162	-5.719	27.6	9.100				-0.181	-7.618	269.392	-0.0043	-0.182	6.431	-25.1
9.150				1.660	-8.105	-241.274	0.0396	-0.193	-5.760		9.150				-0.102	9.488	243.002	-0.0024	0.227	5.801	
9.200	102.82	99.26	3.56	0.847	-17.342	-21.677	0.0202	-0.414	-0.518	27.5	9.200	160.79	99.26	61.53	0.768	16.682	-2.670	0.0183	0.398	-0.064	-25.1
9.250				-0.074	-10.273	236.876	-0.0018	-0.245	5.655		9.250				1.566	9.221	-225.409	0.0374	0.220	-5.381	
9.300				-0.181	6.346	263.423	-0.0043	0.151	6.289	27.5	9.300				1.690	-5.859	-262.480	0.0403	-0.140	-6.266	-25.0
9.350				0.561	16.069	56.235	0.0134	0.384	1.343		9.350				0.980	-17.027	-62.675	0.0234	-0.407	-1.496	
9.400	167.81	99.26	68.54	1.426	11.969	-174.201	0.0341	0.286	-4.159	27.5	9.400	103.35	99.26	4.09	-0.013	-12.127	220.540	-3.0000E-4	-0.289	5.265	-25.0
9.450				1.758	-1.351	-269.078	0.0420	-0.032	-6.424		9.450				-0.232	5.027	284.157	-0.0056	0.120	6.784	
9.500				1.291	-14.938	-141.058	0.0308	-0.357	-3.367	27.5	9.500				0.490	16.289	74.142	0.0117	0.389	1.770	-24.9
9.550				0.264	-15.457	139.644	0.0063	-0.369	3.334		9.550				1.396	12.441	-176.715	0.0333	0.297	-4.219	
9.600	102.90	99.26	3.64	-0.254	-0.974	288.398	-0.0061	-0.023	6.885	27.5	9.600	170.46	99.27	71.19	1.734	-1.382	-275.204	0.0414	-0.033	-6.570	-24.9
9.650				0.167	13.383	162.420	0.0040	0.320	3.878		9.650				1.258	-15.080	-139.644	0.0300	-0.360	-3.334	
9.700				1.084	15.268	-80.896	0.0259	0.365	-1.931	27.5	9.700				0.226	-15.347	149.854	0.0054	-0.366	3.578	-24.8
9.750				1.693	5.294	-248.657	0.0404	0.126	-5.936		9.750				-0.276	-0.094	298.452	-0.0066	-0.002	7.125	
9.800	119.20	99.26	19.94	1.613	-9.598	-227.609	0.0385	-0.229	-5.434	27.4	9.800	149.51	99.26	50.25	0.217	14.498	150.482	0.0052	0.346	3.592	-24.8
9.850				0.734	-17.467	9.739	0.0175	-0.417	0.232		9.850				1.173	14.954	-114.197	0.0280	0.357	-2.726	
9.900				-0.134	-8.624	254.940	-0.0032	-0.206	6.086	27.4	9.900				1.712	3.079	-269.549	0.0409	0.074	-6.435	-24.7
9.950				-0.129	8.027	248.814	-0.0031	0.192	5.940		9.950				1.481	-12.001	-202.319	0.0354	-0.287	-4.830	
10.000	142.83	99.26	43.56	0.669	16.258	27.803	0.0160	0.388	0.664	27.4	10.000	111.45	99.26	12.19	0.512	-17.153	67.701	0.0122	-0.410	1.616	-24.6
10.050				1.497	10.807	-193.051	0.0357	0.258	-4.609		10.050				-0.234	-5.231	286.828	-0.0056	-0.125	6.847	
10.100				1.750	-3.047	-265.936	0.0418	-0.073	-6.349	27.4	10.100				-0.011	11.530	217.084	-2.6250E-4	0.275	5.182	-24.6
10.150				1.192	-15.787	-114.197	0.0285	-0.377	-2.726		10.150				0.919	16.478	-44.139	0.0219	0.393	-1.054	
10.200	97.47	99.26	-1.79	0.171	-14.467	166.976	0.0041	-0.345	3.986	27.4	10.200	178.33	99.27	79.06	1.637	7.116	-247.715	0.0391	0.170	-5.914	-24.5
10.250				-0.254	0.911	288.398	-0.0061	0.022	6.885		10.250				1.630	-8.294	-245.516	0.0389	-0.198	-5.861	
10.300				0.262	14.373	136.974	0.0063	0.343	3.270	27.4	10.300				0.807	-17.436	-15.080	0.0193	-0.416	-0.360	-24.5
10.350				1.183	14.608	-107.443	0.0282	0.349	-2.565		10.350				-0.113	-9.802	249.757	-0.0027	-0.234	5.962	
10.400	143.32	99.26	44.06	1.723	3.629	-257.611	0.0411	0.087	-6.150	27.3	10.400	137.74	99.26	38.47	-0.173	7.540	264.836	-0.0041	0.180	6.323	-24.4
10.450				1.546	-11.153	-209.073	0.0369	-0.266	-4.991		10.450				0.641	16.682	32.358	0.0153	0.398	0.773	
10.500				0.608	-17.279	43.511	0.0145	-0.413	1.039	27.3	10.500				1.495	10.776	-204.675	0.0357	0.257	-4.886	-24.4
10.550				-0.182	-6.802	268.606	-0.0043	-0.162	6.412		10.550				1.718	-3.786	-270.177	0.0410	-0.090	-6.450	
10.600	121.29	99.26	22.03	-0.072	9.582	231.064	-0.0017	0.229	5.516	27.3	10.600	120.84	99.26	21.58	1.117	-16.242	-100.531	0.0267	-0.388	-2.400	-24.3
10.650				0.776	16.305	-0.314	0.0185	0.389	-0.007		10.650				0.094	-13.839	187.867	0.0022	-0.330	4.485	
10.700				1.558	9.550	-210.644	0.0372	0.228	-5.029	27.3	10.700				-0.267	2.545	294.210	-0.0064	0.061	7.024	-24.2
10.750				1.731	-4.760	-260.752	0.0413	-0.114	-6.225		10.750				0.349	15.582	112.783	0.0083	0.372	2.692	
10.800	101.00	99.26	1.74	1.082	-16.525	-84.823	0.0258	-0.394	-2.025	27.3	10.800	181.95	99.27	82.68	1.291	13.823	-147.027	0.0308	0.330	-3.510	-24.2
10.850				0.079	-13.242	192.737	0.0019	-0.316	4.601		10.850				1.731	0.880	-275.204	0.0413	0.021	-6.570	
10.900				-0.242	2.749	283.372	-0.0058	0.066	6.765	27.2	10.900				1.379	-13.697	-173.416	0.0329	-0.327	-4.140	-24.1
10.950				0.353	15.095	111.527	0.0084	0.360	2.663		10.950				0.361	-16.462	110.741	0.0086	-0.393	2.644	
11.000	166.83	99.26	67.57	1.268	13.902	-130.847	0.0303	0.332	-3.124	27.2	11.000	101.57	99.26	2.30	-0.267	-2.623	296.252	-0.0064	-0.063	7.073	-24.1
11.050				1.744	2.011	-264.836	0.0416	0.048	-6.322		11.050				0.099	13.163	184.412	0.0024	0.314	4.402	
11.100				1.469	-12.582	-189.124	0.0351	-0.300	-4.515	27.2	11.100				1.049	15.818	-79.797	0.0250	0.378	-1.905	-24.0
11.150				0.485	-16.902	77.597	0.0116	-0.404	1.852		11.150				1.681	5.184	-260.595	0.0401	0.124	-6.221	
11.200	105.49	99.26	6.23	-0.221	-4.822	279.759	-0.0053	-0.115	6.679	27.2	11.200	132.88	99.26	33.62	1.568	-10.242	-227.294	0.0374	-0.245	-5.426	-23.9
11.250				0.003	11.074	209.387	7.5000E-5	0.264	4.999		11.250				0.657	-17.546	27.960	0.0157	-0.419	0.668	
11.300				0.886	16.116	-29.217	0.0212	0.385	-0.697	27.2	11.300				-0.187	-7.446	274.575	-0.0045	-0.178	6.555	-23.9
11.350				1.615	8.152	-226.666	0.0386	0.195	-5.411		11.350				-0.088	9.912	242.060	-0.0021	0.237	5.779	
11.400	156.93	99.26	57.67	1.701	-6.550	-252.584	0.0406	-0.156	-6.030	27.2	11.400	143.08	99.26	43.82	0.804	16.760	-11.781	0.0192	0.400	-0.281	-23.8
11.450				0.960	-17.106	-51.679	0.0229	-0.408	-1.234		11.450				1.588	8.734	-233.106	0.0379	0.208	-5.565	
11.500				-0.009	-11.718	219.283	-2.2500E-4	-0.280	5.235	27.1	11.500				1.678	-6.550	-259.496	0.0400	-0.156	-6.195	-23.7
11.550				-0.212	4.822	274.575	-0.0051	0.115	6.555		11.550				0.933	-17.216	-49.480	0.0223	-0.411	-1.181	
11.600	148.77	99.27	49.50	0.473	15.739	80.111	0.0113	0.376	1.913	27.1	11.600	100.29	99.26	1.03	-0.044	-11.498	231.378	-0.0011	-0.275	5.524	-23.7
11.650				1.362	12.833	-155.980	0.0325	0.306	-3.724		11.650				-0.217	5.922	280.702	-0.0052	0.141	6.701	
11.700				1.756	0.141	-267.664	0.0419	0.003	-6.390	27.1	11.700				0.548	16.572	58.905	0.0131	0.396	1.406	-23.6
11.750				1.376	-13.933	-163.520	0.0329	-0.333	-3.904		11.750				1.440	11.812	-190.852	0.0344	0.282	-4.556	
11.800	98.18	99.26	-1.08	0.363	-16.211	112.155	0.0087	-0.387	2.677	27.1	11.800	143.39	99.26	44.13	1.729	-2.513	-275.518	0.0413	-0.060	-6.577	-23.6
11.850				-0.245	-2.717	286.985	-0.0059	-0.065	6.851		11.850				1.189	-15.739	-121.266	0.0284	-0.376	-2.895	
11.900				0.091	12.488	184.569	0.0022	0.298	4.406	27.1	11.900				0.156	-14.640	171.374	0.0037	-0.350	4.091	-23.5
11.950				1.004	15.739	-60.162	0.0240	0.376	-1.436		11.950				-0.275	1.398	299.080	-0.0066	0.033	7.140	
12.000	171.08	99.26	71.81	1.665	6.472	-241.117	0.0397	0.155	-5.756	27.0	12.000	133.81	99.26	34.55	0.295	15.268	129.120	0.0071	0.365	3.082	-23.4
12.050				1.651	-8.372	-238.290	0.0394	-0.200	-5.689		12.050				1.252	14.310	-136.345	0.0299	0.342	-3.255	
12.100				0.828	-17.357	-16.336	0.0198	-0.414	-0.390	27.0	12.100				1.726	1.634	-274.104	0.0412	0.039	-6.544	-23.4
12.150				-0.085	-10.006	240.332	-0.0020	-0.239	5.738		12.150				1.415	-13.100	-183.626	0.0338	-0.313	-4.384	
12.200	126.37	99.26	27.11	-0.173	6.676	261.381	-0.0041	0.159	6.240	27.0	12.200	100.78	99.26	1.52	0.416	-16.729	94.719	0.0099	-0.399	2.261	-23.3
12.250				0.583	16.132	50.580	0.0139	0.385	1.207		12.250				-0.258	-3.629	292.325	-0.0061	-0.087	6.979	
12.300				1.440	11.734	-177.814	0.0344	0.280	-4.245	27.0	12.300				0.053	12.504	196.978	0.0013	0.298	4.702	-23.2
12.350				1.756	-1.649	-267.821	0.0419	-0.039	-6.394		12.350				0.993	16.069	-64.246	0.0237	0.384	-1.534	
12.400	127.04	99.26	27.78	1.275	-15.048	-136.502	0.0304	-0.359	-3.259	27.0	12.400	182.44	99.27	83.17	1.660	6.079	-253.213	0.0396	0.145	-6.045	-23.2
12.450				0.251	-15.300	143.100	0.0060	-0.365	3.416		12.450				1.601	-9.252	-236.091	0.0382	-0.221	-5.636	
12.500				-0.254	-0.738	288.084	-0.0061	-0.018	6.877	26.9	12.500				0.735	-17.530	5.498	0.0176	-0.419	0.131	-23.1
12.550				0.178	13.509	159.593	0.0042	0.322	3.810		12.550				-0.152	-8.702	262.166	-0.0036	-0.208	6.259	
12.600	169.80	99.27	70.54	1.096	15.221	-84.666	0.0262	0.363	-2.021	26.9	12.600	123.11	99.26	23.85	-0.135	8.687	254.155	-0.0032	0.207	6.067	-23.0
12.650				1.700	5.042	-251.328	0.0406	0.120	-6.000		12.650				0.716	16.713	12.095	0.0171	0.399	0.289	
12.700				1.601	-9.912	-224.624	0.0382	-0.237	-5.363	26.9	12.700				1.536	9.896	-215.828	0.0367	0.236	-5.153	-23.0
12.750				0.708	-17.420	16.022	0.0169	-0.416	0.382		12.750				1.706	-4.869	-266.093	0.0407	-0.116	-6.352	
12.800	108.71	99.26	9.45	-0.141	-8.310	256.511	-0.0034	-0.198	6.124	26.9	12.800	103.91	99.26	4.65	1.049	-16.713	-81.210	0.0251	-0.399	-1.939	-22.9
12.850				-0.123	8.231	245.673	-0.0029	0.197	5.865		12.850				0.035	-12.990	206.560	8.2500E-4	-0.310	4.931	
12.900				0.682	16.258	24.504	0.0163	0.388	0.585	26.9	12.900				-0.250	3.943	290.440	-0.0060	0.094	6.934	-22.8
12.950				1.503	10.681	-194.465	0.0359	0.255	-4.643		12.950				0.429	16.054	90.949	0.0102	0.383	2.171	
13.000	152.05	99.26	52.79	1.750	-3.189	-265.465	0.0418	-0.076	-6.338	26.9	13.000	178.81	99.27	79.55	1.356	13.038	-164.620	0.0324	0.311	-3.930	-22.8
13.050				1.184	-15.865	-111.998	0.0283	-0.379	-2.674		13.050				1.733	-0.408	-275.047	0.0414	-0.010	-6.566	
13.100				0.163	-14.389	169.175	0.0039	-0.344	4.039	26.8	13.100				1.315	-14.467	-154.881	0.0314	-0.345	-3.697	-22.7
13.150				-0.254	1.052	288.398	-0.0061	0.025	6.885		13.150				0.286	-15.896	132.575	0.0068	-0.380	3.165	
13.200	153.79	99.26	54.52	0.269	14.451	135.089	0.0064	0.345	3.225	26.8	13.200	114.05	99.26	14.79	-0.275	-1.210	298.609	-0.0066	-0.029	7.129	-22.6
13.250				1.191	14.561	-109.956	0.0284	0.348	-2.625		13.250				0.165	13.964	165.562	0.0039	0.333	3.952	
13.300				1.725	3.456	-258.867	0.0412	0.082	-6.180	26.8	13.300				1.122	15.347	-99.589	0.0268	0.366	-2.377	-22.6
13.350				1.536	-11.325	-207.031	0.0367	-0.270	-4.942		13.350				1.700	4.006	-265.622	0.0406	0.096	-6.341	
13.400	104.27	99.26	5.01	0.592	-17.247	48.066	0.0141	-0.412	1.148	26.8	13.400	151.86	99.26	52.60	1.522	-11.215	-213.628	0.0363	-0.268	-5.100	-22.5
13.450				-0.188	-6.519	270.963	-0.0045	-0.156	6.469		13.450				0.578	-17.357	49.009	0.0138	-0.414	1.170	
13.500				-0.060	9.849	227.766	-0.0014	0.235	5.437	26.8	13.500				-0.214	-6.315	280.387	-0.0051	-0.151	6.694	-22.4
13.550				0.796	16.258	-5.498	0.0190	0.388	-0.131		13.550				-0.053	10.681	229.022	-0.0013	0.255	5.467	
13.600	169.30	99.26	70.04	1.566	9.299	-212.372	0.0374	0.222	-5.070	26.7	13.600	170.53	99.27	71.27	0.855	16.588	-25.918	0.0204	0.396	-0.619	-22.4
13.650				1.726	-4.979	-259.025	0.0412	-0.119	-6.184		13.650				1.605	8.090	-236.876	0.0383	0.193	-5.655	
13.700				1.068	-16.603	-80.896	0.0255	-0.396	-1.931	26.7	13.700				1.663	-7.100	-253.684	0.0397	-0.170	-6.056	-22.3
13.750				0.066	-13.069	197.135	0.0016	-0.312	4.706		13.750				0.895	-17.279	-39.270	0.0214	-0.413	-0.937	
13.800	102.09	99.26	2.83	-0.239	3.110	283.372	-0.0057	0.074	6.765	26.7	13.800	107.02	99.26	7.76	-0.064	-11.027	235.620	-0.0015	-0.263	5.625	-22.2
13.850				0.377	15.268	105.872	0.0090	0.364	2.527		13.850				-0.207	6.283	275.675	-0.0049	0.150	6.581	
13.900				1.288	13.697	-136.188	0.0308	0.327	-3.251	26.7	13.900				0.564	16.540	53.721	0.0135	0.395	1.282	-22.2
13.950				1.747	1.649	-264.836	0.0417	0.039	-6.323		13.950				1.447	11.655	-190.852	0.0345	0.278	-4.556	
14.000	121.61	99.26	22.35	1.453	-12.786	-184.255	0.0347	-0.305	-4.399	26.7	14.000	165.28	99.26	66.02	1.729	-2.545	-273.633	0.0413	-0.061	-6.532	-22.1
14.050				0.468	-16.776	82.153	0.0112	-0.401	1.961		14.050				1.192	-15.708	-121.266	0.0285	-0.375	-2.895	
14.100				-0.225	-4.571	279.759	-0.0054	-0.109	6.679	26.6	14.100				0.159	-14.671	169.803	0.0038	-0.350	4.054	-22.0
14.150				0.011	11.200	206.403	2.6250E-4	0.267	4.927		14.150				-0.275	1.272	297.509	-0.0066	0.030	7.103	
14.200	171.67	99.26	72.41	0.895	16.069	-32.044	0.0214	0.384	-0.765	26.6	14.200	158.36	99.26	59.10	0.286	15.080	131.005	0.0068	0.360	3.128	-22.0
14.250				1.618	7.995	-228.237	0.0386	0.191	-5.449		14.250				1.233	14.373	-130.690	0.0294	0.343	-3.120	
14.300				1.695	-6.754	-251.171	0.0405	-0.161	-5.996	26.6	14.300				1.723	2.011	-272.533	0.0411	0.048	-6.506	-21.9
14.350				0.942	-17.122	-47.752	0.0225	-0.409	-1.140		14.350				1.434	-12.881	-189.124	0.0342	-0.308	-4.515	
14.400	97.63	99.26	-1.63	-0.017	-11.530	221.011	-4.1250E-4	-0.275	5.276	26.6	14.400	107.47	99.26	8.21	0.435	-16.902	90.635	0.0104	-0.404	2.164	-21.8
14.450				-0.210	4.979	273.005	-0.0050	0.119	6.518		14.450				-0.256	-3.817	294.682	-0.0061	-0.091	7.035	
14.500				0.481	15.771	77.597	0.0115	0.377	1.852	26.6	14.500				0.053	12.566	199.334	0.0013	0.300	4.759	-21.8
14.550				1.367	12.739	-157.237	0.0326	0.304	-3.754		14.550				1.001	16.116	-65.973	0.0239	0.385	-1.575	
14.600	146.22	99.26	46.96	1.755	0.047	-267.350	0.0419	0.001	-6.382	26.5	14.600	174.99	99.26	75.73	1.665	5.969	-255.412	0.0398	0.143	-6.097	-21.7
14.650				1.371	-13.996	-162.106	0.0327	-0.334	-3.870		14.650				1.598	-9.425	-235.463	0.0381	-0.225	-5.621	
14.700				0.355	-16.164	114.040	0.0085	-0.386	2.723	26.5	14.700				0.723	-17.577	9.739	0.0173	-0.420	0.233	-21.6
14.750				-0.245	-2.592	286.828	-0.0058	-0.062	6.847		14.750				-0.160	-8.451	266.250	-0.0038	-0.202	6.356	
14.800	119.76	99.26	20.50	0.096	12.519	182.998	0.0023	0.299	4.369	26.5	14.800	110.07	99.26	10.81	-0.123	9.048	252.270	-0.0029	0.216	6.022	-21.6
14.850				1.007	15.708	-60.947	0.0240	0.375	-1.455		14.850				0.745	16.776	4.712	0.0178	0.400	0.113	
14.900				1.667	6.425	-242.060	0.0398	0.153	-5.779	26.5	14.900				1.555	9.519	-222.739	0.0371	0.227	-5.317	-21.5
14.950				1.649	-8.498	-238.290	0.0394	-0.203	-5.689		14.950				1.696	-5.498	-264.522	0.0405	-0.131	-6.315	
15.000	101.94	99.26	2.68	0.817	-17.404	-13.195	0.0195	-0.416	-0.315	26.5	15.000	114.08	99.26	14.82	1.005	-16.933	-69.429	0.0240	-0.404	-1.658	-21.4
15.050				-0.091	-9.817	243.317	-0.0022	-0.234	5.809		15.050				0.003	-12.441	216.142	7.5000E-5	-0.297	5.160	
15.100				-0.165	6.927	259.967	-0.0039	0.165	6.206	26.4	15.100				-0.239	4.681	286.199	-0.0057	0.112	6.832	-21.4
15.150				0.602	16.179	46.181	0.0144	0.386	1.103		15.150				0.471	16.179	79.482	0.0113	0.386	1.898	
15.200	166.06	99.26	66.79	1.453	11.545	-181.270	0.0347	0.276	-4.328	26.4	15.200	181.71	99.26	82.45	1.379	12.629	-170.903	0.0329	0.302	-4.080	-21.3
15.250				1.756	-1.948	-267.664	0.0419	-0.047	-6.390		15.250				1.734	-0.911	-274.418	0.0414	-0.022	-6.551	
15.300				1.258	-15.221	-131.947	0.0300	-0.363	-3.150	26.4	15.300				1.288	-14.813	-147.341	0.0308	-0.354	-3.517	-21.2
15.350				0.234	-15.142	148.912	0.0056	-0.362	3.555		15.350				0.253	-15.645	141.843	0.0060	-0.374	3.386	
15.400	104.91	99.26	5.65	-0.256	-0.330	289.498	-0.0061	-0.008	6.911	26.4	15.400	104.59	99.26	5.33	-0.276	-0.628	298.452	-0.0066	-0.015	7.125	-21.2
15.450				0.201	13.807	153.938	0.0048	0.330	3.675		15.450				0.190	14.200	157.708	0.0045	0.339	3.765	
15.500				1.125	15.064	-92.206	0.0269	0.360	-2.201	26.4	15.500				1.144	15.142	-105.086	0.0273	0.362	-2.509	-21.1
15.550				1.707	4.587	-253.213	0.0408	0.109	-6.045		15.550				1.704	3.691	-265.936	0.0407	0.088	-6.349	
15.600	116.28	99.26	17.02	1.583	-10.257	-219.597	0.0378	-0.245	-5.242	26.3	15.600	124.97	99.26	25.71	1.513	-11.451	-210.173	0.0361	-0.273	-5.017	-21.0
15.650				0.682	-17.373	23.562	0.0163	-0.415	0.562		15.650				0.559	-17.326	54.664	0.0134	-0.414	1.305	
15.700				-0.154	-7.901	259.810	-0.0037	-0.189	6.203	26.3	15.700				-0.220	-5.985	282.115	-0.0052	-0.143	6.735	-20.9
15.750				-0.108	8.608	241.746	-0.0026	0.206	5.771		15.750				-0.039	10.886	224.781	-9.3750E-4	0.260	5.366	
15.800	146.87	99.27	47.61	0.707	16.273	17.593	0.0169	0.388	0.420	26.3	15.800	151.81	99.26	52.55	0.869	16.493	-29.374	0.0207	0.394	-0.701	-20.9
15.850				1.519	10.367	-199.805	0.0363	0.247	-4.770		15.850				1.610	7.948	-236.876	0.0384	0.190	-5.655	
15.900				1.744	-3.707	-264.679	0.0416	-0.089	-6.319	26.3	15.900				1.663	-7.194	-252.741	0.0397	-0.172	-6.034	-20.8
15.950				1.148	-16.101	-102.887	0.0274	-0.384	-2.456		15.950				0.891	-17.326	-37.385	0.0213	-0.414	-0.893	
16.000	98.11	99.26	-1.15	0.134	-13.996	177.186	0.0032	-0.334	4.230	26.3	16.000	101.29	99.26	2.03	-0.069	-10.933	237.348	-0.0016	-0.261	5.666	-20.7
16.050				-0.251	1.618	286.356	-0.0060	0.039	6.836		16.050				-0.203	6.409	274.732	-0.0048	0.153	6.559	
16.100				0.295	14.640	127.235	0.0071	0.349	3.038	26.2	16.100				0.572	16.540	51.679	0.0137	0.395	1.234	-20.7
16.150				1.213	14.341	-115.454	0.0290	0.342	-2.756		16.150				1.451	11.577	-190.852	0.0347	0.276	-4.556	
16.200	172.02	99.27	72.75	1.729	3.094	-259.810	0.0413	0.074	-6.202	26.2	16.200	139.41	99.26	40.15	1.729	-2.545	-272.376	0.0413	-0.061	-6.503	-20.6
16.250				1.522	-11.640	-202.947	0.0363	-0.278	-4.845		16.250				1.197	-15.661	-121.737	0.0286	-0.374	-2.906	
16.300				0.565	-17.200	55.449	0.0135	-0.411	1.324	26.2	16.300				0.163	-14.718	168.704	0.0039	-0.351	4.028	-20.5
16.350				-0.198	-6.095	273.633	-0.0047	-0.145	6.533		16.350				-0.275	1.210	298.137	-0.0066	0.029	7.118	
16.400	124.56	99.26	25.29	-0.044	10.163	223.210	-0.0010	0.243	5.329	26.2	16.400	138.45	99.26	39.19	0.284	15.095	131.633	0.0068	0.360	3.143	-20.5
